Scalp-engine UI

ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2092 chars)
?? [ScalpUI] Attempting to attach file handler...
?? [LOGGER] attach_file_handler called - log_dir: /var/data/logs, filename: scalp_ui, loggers: ['ScalpUI']
? [ScalpUI] File handler attached successfully
[ScalpUI] Log sync to config-api started (every 60s)
?? UI page loaded
?? [ScalpUI] Attempting to attach file handler...
?? [LOGGER] attach_file_handler called - log_dir: /var/data/logs, filename: scalp_ui, loggers: ['ScalpUI']
? [ScalpUI] File handler attached successfully
[ScalpUI] Log sync to config-api started (every 60s)
?? UI page loaded
?? Attempting to load market state from API: https://market-state-api.onrender.com/market-state
[LogSync] ui -> config-api OK (2092 chars)
[LogSync] ui -> config-api OK (2148 chars)
? Market state loaded from API successfully
[LogSync] ui -> config-api OK (2204 chars)
[LogSync] ui -> config-api OK (2204 chars)
?? [ScalpUI] Attempting to attach file handler...
?? [LOGGER] attach_file_handler called - log_dir: /var/data/logs, filename: scalp_ui, loggers: ['ScalpUI']
? [ScalpUI] File handler attached successfully
[ScalpUI] Log sync to config-api started (every 60s)
?? UI page loaded
?? [ScalpUI] Attempting to attach file handler...
?? [LOGGER] attach_file_handler called - log_dir: /var/data/logs, filename: scalp_ui, loggers: ['ScalpUI']
? [ScalpUI] File handler attached successfully
[ScalpUI] Log sync to config-api started (every 60s)
?? UI page loaded
?? Attempting to load market state from API: https://market-state-api.onrender.com/market-state
[LogSync] ui -> config-api OK (2204 chars)
[LogSync] ui -> config-api OK (2260 chars)
? Market state loaded from API successfully
?? [ScalpUI] Attempting to attach file handler...
?? [LOGGER] attach_file_handler called - log_dir: /var/data/logs, filename: scalp_ui, loggers: ['ScalpUI']
? [ScalpUI] File handler attached successfully
[ScalpUI] Log sync to config-api started (every 60s)
?? UI page loaded
?? [ScalpUI] Attempting to attach file handler...
?? [LOGGER] attach_file_handler called - log_dir: /var/data/logs, filename: scalp_ui, loggers: ['ScalpUI']
? [ScalpUI] File handler attached successfully
[ScalpUI] Log sync to config-api started (every 60s)
?? UI page loaded
?? Attempting to load market state from API: https://market-state-api.onrender.com/market-state
[LogSync] ui -> config-api OK (2316 chars)
[LogSync] ui -> config-api OK (2372 chars)
? Market state loaded from API successfully
?? [ScalpUI] Attempting to attach file handler...
?? [LOGGER] attach_file_handler called - log_dir: /var/data/logs, filename: scalp_ui, loggers: ['ScalpUI']
? [ScalpUI] File handler attached successfully
[ScalpUI] Log sync to config-api started (every 60s)
?? UI page loaded
?? [ScalpUI] Attempting to attach file handler...
?? [LOGGER] attach_file_handler called - log_dir: /var/data/logs, filename: scalp_ui, loggers: ['ScalpUI']
? [ScalpUI] File handler attached successfully
[ScalpUI] Log sync to config-api started (every 60s)
?? UI page loaded
?? Attempting to load market state from API: https://market-state-api.onrender.com/market-state
[LogSync] ui -> config-api OK (2428 chars)
[LogSync] ui -> config-api OK (2484 chars)
? Market state loaded from API successfully
?? [ScalpUI] Attempting to attach file handler...
?? [LOGGER] attach_file_handler called - log_dir: /var/data/logs, filename: scalp_ui, loggers: ['ScalpUI']
? [ScalpUI] File handler attached successfully
[ScalpUI] Log sync to config-api started (every 60s)
?? UI page loaded
[LogSync] ui -> config-api OK (2540 chars)
?? [ScalpUI] Attempting to attach file handler...
?? [LOGGER] attach_file_handler called - log_dir: /var/data/logs, filename: scalp_ui, loggers: ['ScalpUI']
? [ScalpUI] File handler attached successfully
[ScalpUI] Log sync to config-api started (every 60s)
?? UI page loaded
[LogSync] ui -> config-api OK (2596 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
[LogSync] ui -> config-api OK (2652 chars)
